Unnamed: 0,SERVICETYPE,VEHICLETYPE,DEPARTURE_COUNTRY,DEPARTURE_ZIPCODE,ARRIVAL_COUNTRY,ARRIVAL_ZIPCODE,SHIPPING_DATE,GROSS_WEIGHT_KG,NET_WEIGHT_KG,VOLUME_M3,DECLARED_DISTANCE_KM,ACTUAL_DELIVERY_DATE,DELIVERY_TIME_HH,WDAY
55,E-commerce Resi,Ground,US,95116.0,US,7008,2023-01-01 00:00:14,0.36,0.36,0.0,3887.79,2023-01-12 00:00:14,264,6
56,E-commerce,Ground,US,33154.0,US,10011,2023-01-01 00:00:14,1.0,0.0,0.01,3887.79,2023-01-07 00:00:14,144,6
58,E-commerce Resi,Ground,US,7626.0,US,7008,2023-01-01 00:00:14,1.42,1.42,0.0,3887.79,2023-01-04 00:00:14,72,6
60,E-commerce,Express Next Day,US,10022.0,US,92656,2023-01-01 00:00:14,0.54,0.0,0.04,3887.79,2023-01-04 00:00:14,72,6
61,E-commerce,Ground,US,10022.0,US,33140,2023-01-01 00:00:14,0.85,0.0,0.04,3887.79,2023-01-06 00:00:14,120,6
62,E-commerce,Ground,US,10022.0,US,34236,2023-01-01 00:00:14,1.2,0.0,0.09,3887.79,2023-01-06 00:00:14,120,6
66,E-commerce Resi,Ground,US,10012.0,US,7008,2023-01-01 00:00:14,0.7,0.7,0.0,3887.79,2023-01-05 00:00:14,96,6
67,E-commerce,Ground,US,10001.0,US,90274,2023-01-01 00:00:14,5.07,0.0,0.04,3887.79,2023-01-10 00:00:14,216,6
68,E-commerce,Ground,US,10022.0,US,95008,2023-01-02 00:00:14,1.38,0.0,0.09,3887.79,2023-01-10 00:00:14,192,0
70,E-commerce,Ground,US,92626.0,US,10006,2023-01-02 00:00:14,2.0,0.0,0.0,3887.79,2023-01-10 00:00:14,192,0
71,E-commerce Resi,Ground,US,7039.0,US,7008,2023-01-02 00:00:14,1.26,1.26,0.0,3887.79,2023-01-05 00:00:14,72,0
76,E-commerce Resi,Ground,US,97229.0,US,7008,2023-01-02 00:00:14,1.33,1.33,0.0,3887.79,2023-01-10 00:00:14,192,0
119,E-commerce Resi,Ground,US,10014.0,US,7008,2023-01-02 00:00:14,1.3,1.3,0.0,3887.79,2023-01-04 00:00:14,48,0
123,E-commerce,Ground,US,10065.0,US,33146,2023-01-02 00:00:14,1.0,0.0,0.01,3887.79,2023-01-06 00:00:14,96,0
124,E-commerce,Express Next Day,US,10065.0,US,32963,2023-01-02 00:00:14,1.0,0.0,0.01,3887.79,2023-01-05 00:00:14,72,0
129,E-commerce,Ground,US,10022.0,US,10075,2023-01-02 00:00:14,0.54,0.0,0.04,3887.79,2023-01-04 00:00:14,48,0
130,E-commerce,Ground,US,10001.0,US,33149,2023-01-02 00:00:14,1.0,0.0,0.04,3887.79,2023-01-06 00:00:14,96,0
131,E-commerce Resi,Ground,US,33483.0,US,7008,2023-01-02 00:00:14,1.43,1.43,0.0,3887.79,2023-01-09 00:00:14,168,0
132,E-commerce,Ground,US,10022.0,US,10013,2023-01-02 00:00:14,1.58,0.0,0.04,3887.79,2023-01-04 00:00:14,48,0
134,E-commerce,Ground,US,2116.0,US,91205,2023-01-02 00:00:14,0.76,0.0,0.04,3887.79,2023-01-12 00:00:14,240,0
137,E-commerce,Ground,US,10022.0,US,40503,2023-01-02 00:00:14,1.0,0.0,0.01,3887.79,2023-01-05 00:00:14,72,0
142,E-commerce Resi,Ground,US,10580.0,US,7008,2023-01-02 00:00:14,1.14,1.14,0.0,3887.79,2023-01-06 00:00:14,96,0
143,E-commerce Resi,Ground,US,11101.0,US,7008,2023-01-02 00:00:14,1.13,1.13,0.0,3887.79,2023-01-04 00:00:14,48,0
144,E-commerce,Ground,US,77056.0,US,29585,2023-01-02 00:00:14,0.05,0.0,0.04,3887.79,2023-01-06 00:00:14,96,0
145,E-commerce,Ground,US,33154.0,US,10001,2023-01-02 00:00:14,0.66,0.0,0.01,3887.79,2023-01-07 00:00:14,120,0
147,E-commerce,Ground,US,92626.0,US,77479,2023-01-02 00:00:14,1.0,0.0,0.01,3887.79,2023-01-06 00:00:14,96,0
148,E-commerce Resi,Ground,US,2482.0,US,7008,2023-01-02 00:00:14,1.99,1.99,0.0,3887.79,2023-01-11 00:00:14,216,0
150,E-commerce,Ground,US,90210.0,US,33131,2023-01-02 00:00:14,1.2,0.0,0.01,3887.79,2023-01-10 00:00:14,192,0
152,E-commerce,Ground,US,90210.0,US,6807,2023-01-02 00:00:14,1.52,0.0,0.01,3887.79,2023-01-10 00:00:14,192,0
154,E-commerce,Ground,US,92626.0,US,92130,2023-01-02 00:00:14,1.0,0.0,0.01,3887.79,2023-01-04 00:00:14,48,0
155,E-commerce,Ground,US,75225.0,US,14750,2023-01-02 00:00:14,1.07,0.0,0.04,3887.79,2023-01-09 00:00:14,168,0
157,E-commerce,Ground,US,90210.0,US,33458,2023-01-02 00:00:14,1.0,0.0,0.01,3887.79,2023-01-10 00:00:14,192,0
158,E-commerce,Ground,US,10001.0,US,92037,2023-01-02 00:00:14,0.05,0.0,0.04,3887.79,2023-01-10 00:00:14,192,0
164,E-commerce,Ground,US,89109.0,US,60625,2023-01-02 00:00:14,2.0,0.0,0.01,3887.79,2023-01-11 00:00:14,216,0
165,E-commerce,Express 2nd Day,US,10022.0,US,11221,2023-01-02 00:00:14,1.07,0.0,0.09,3887.79,2023-01-04 00:00:14,48,0
167,E-commerce,Ground,US,33154.0,US,32835,2023-01-03 00:00:14,2.84,0.0,0.04,3887.79,2023-01-06 00:00:14,72,1
168,E-commerce Resi,Ground,US,10128.0,US,7008,2023-01-03 00:00:14,0.74,0.74,0.0,3887.79,2023-01-06 00:00:14,72,1
169,E-commerce,Ground,US,98004.0,US,10019,2023-01-03 00:00:14,1.52,0.0,0.04,3887.79,2023-01-12 00:00:14,216,1
170,E-commerce Resi,Ground,US,11223.0,US,7008,2023-01-03 00:00:14,1.09,1.09,0.0,3887.79,2023-01-04 00:00:14,24,1
629,E-commerce Resi,Ground,US,7946.0,US,7008,2023-01-03 00:00:14,1.07,1.07,0.0,3887.79,2023-01-05 00:00:14,48,1
647,E-commerce Resi,Ground,US,10022.0,US,7008,2023-01-03 15:23:08.473,3.0,2.0,0.008,3887.79,2023-01-05 00:00:14,33,1
677,E-commerce Resi,Ground,US,33154.0,US,7008,2023-01-03 16:02:35.067,3.0,2.0,0.008,3887.79,2023-01-04 00:00:14,8,1
688,E-commerce Resi,Ground,US,10467.0,US,7008,2023-01-03 00:00:14,1.0,1.0,0.0,3887.79,2023-01-05 00:00:14,48,1
695,E-commerce Resi,Ground,US,29303.0,US,7008,2023-01-03 00:00:14,0.58,0.58,0.0,3887.79,2023-01-06 00:00:14,72,1
697,E-commerce Resi,Ground,US,11223.0,US,7008,2023-01-03 00:00:14,2.3,2.3,0.0,3887.79,2023-01-04 00:00:14,24,1
707,E-commerce Resi,Ground,US,91402.0,US,7008,2023-01-03 00:00:14,1.36,1.36,0.0,3887.79,2023-01-16 00:00:14,312,1
709,E-commerce Resi,Ground,US,72135.0,US,7008,2023-01-03 00:00:14,1.21,1.21,0.0,3887.79,2023-01-13 00:00:14,240,1
710,E-commerce Resi,Ground,US,84121.0,US,7008,2023-01-03 00:00:14,0.66,0.66,0.0,3887.79,2023-01-10 00:00:14,168,1
712,E-commerce Resi,Ground,US,28211.0,US,7008,2023-01-03 00:00:14,1.11,1.11,0.0,3887.79,2023-01-17 00:00:14,336,1
713,E-commerce Resi,Ground,US,44120.0,US,7008,2023-01-03 00:00:14,1.51,1.51,0.0,3887.79,2023-02-07 00:00:14,840,1
714,E-commerce Resi,Ground,US,8840.0,US,7008,2023-01-03 00:00:14,1.41,1.41,0.0,3887.79,2023-01-09 00:00:14,144,1
715,E-commerce,Ground,US,10022.0,US,20817,2023-01-03 00:00:14,1.08,0.0,0.09,3887.79,2023-01-04 00:00:14,24,1
716,E-commerce,Ground,US,10022.0,US,6830,2023-01-03 00:00:14,1.0,0.0,0.09,3887.79,2023-01-04 00:00:14,24,1
717,E-commerce Resi,Ground,US,33331.0,US,7008,2023-01-03 00:00:14,1.87,1.87,0.0,3887.79,2023-01-09 00:00:14,144,1
718,E-commerce,Ground,US,10065.0,US,2169,2023-01-03 00:00:14,1.0,0.0,0.01,3887.79,2023-01-04 00:00:14,24,1
721,E-commerce Resi,Ground,US,20147.0,US,7008,2023-01-03 00:00:14,3.68,3.68,0.0,3887.79,2023-01-06 00:00:14,72,1
727,E-commerce Resi,Ground,US,7977.0,US,7008,2023-01-03 00:00:14,0.05,0.05,0.0,3887.79,2023-01-05 00:00:14,48,1
729,E-commerce Resi,Ground,US,10012.0,US,7008,2023-01-03 00:00:14,0.82,0.82,0.0,3887.79,2023-01-05 00:00:14,48,1
730,E-commerce Resi,Ground,US,10023.0,US,7008,2023-01-03 00:00:14,1.11,1.11,0.0,3887.79,2023-01-05 00:00:14,48,1
731,E-commerce Resi,Ground,US,27614.0,US,7008,2023-01-03 00:00:14,0.72,0.72,0.0,3887.79,2023-01-05 00:00:14,48,1
732,E-commerce Resi,Ground,US,22153.0,US,7008,2023-01-03 00:00:14,0.9,0.9,0.0,3887.79,2023-01-06 00:00:14,72,1
733,E-commerce Resi,Ground,US,11229.0,US,7008,2023-01-03 00:00:14,0.05,0.05,0.0,3887.79,2023-01-05 00:00:14,48,1
734,E-commerce Resi,Ground,US,2038.0,US,7008,2023-01-03 19:34:01.987,3.0,2.0,0.008,3887.79,2023-01-04 00:00:14,5,1
736,E-commerce Resi,Ground,US,22305.0,US,7008,2023-01-03 00:00:14,0.05,0.05,0.0,3887.79,2023-01-06 00:00:14,72,1
737,E-commerce Resi,Ground,US,34116.0,US,7008,2023-01-03 00:00:14,1.05,1.05,0.0,3887.79,2023-01-13 00:00:14,240,1
738,E-commerce,Ground,US,92626.0,US,95131,2023-01-03 00:00:14,1.0,0.0,0.01,3887.79,2023-01-05 00:00:14,48,1
739,E-commerce Resi,Ground,US,33428.0,US,7008,2023-01-03 00:00:14,0.81,0.81,0.0,3887.79,2023-01-10 00:00:14,168,1
741,E-commerce Resi,Ground,US,20832.0,US,7008,2023-01-03 00:00:14,1.47,1.47,0.0,3887.79,2023-01-06 00:00:14,72,1
742,E-commerce Resi,Ground,US,60126.0,US,7008,2023-01-03 00:00:14,0.71,0.71,0.0,3887.79,2023-01-12 00:00:14,216,1
743,E-commerce,Ground,US,10001.0,US,17820,2023-01-03 00:00:14,0.51,0.0,0.04,3887.79,2023-01-06 00:00:14,72,1
744,E-commerce,Ground,US,77056.0,US,95864,2023-01-03 00:00:14,0.76,0.0,0.09,3887.79,2023-01-09 00:00:14,144,1
746,E-commerce,Ground,US,2116.0,US,78215,2023-01-03 00:00:14,0.71,0.0,0.04,3887.79,2023-01-09 00:00:14,144,1
747,E-commerce Resi,Ground,US,10028.0,US,7008,2023-01-03 00:00:14,1.0,1.0,0.0,3887.79,2023-01-05 00:00:14,48,1
748,E-commerce Resi,Ground,US,85249.0,US,7008,2023-01-03 00:00:14,1.3,1.3,0.0,3887.79,2023-01-11 00:00:14,192,1
749,E-commerce Resi,Ground,US,33480.0,US,7008,2023-01-03 00:00:14,0.61,0.61,0.0,3887.79,2023-01-13 00:00:14,240,1
750,E-commerce Resi,Ground,US,11231.0,US,7008,2023-01-03 00:00:14,0.81,0.81,0.0,3887.79,2023-01-05 00:00:14,48,1
751,E-commerce Resi,Ground,US,75229.0,US,7008,2023-01-03 00:00:14,0.54,0.54,0.0,3887.79,2023-01-10 00:00:14,168,1
752,E-commerce,Ground,US,10022.0,US,77024,2023-01-03 00:00:14,1.05,0.0,0.09,3887.79,2023-01-10 00:00:14,168,1
753,E-commerce,Ground,US,10022.0,US,90272,2023-01-03 00:00:14,1.96,0.0,0.04,3887.79,2023-01-10 00:00:14,168,1
754,E-commerce Resi,Ground,US,90066.0,US,7008,2023-01-03 00:00:14,1.41,1.41,0.0,3887.79,2023-01-10 00:00:14,168,1
755,E-commerce Resi,Ground,US,90808.0,US,7008,2023-01-03 00:00:14,0.54,0.54,0.0,3887.79,2023-01-16 00:00:14,312,1
756,E-commerce,Ground,US,90210.0,US,30097,2023-01-04 00:00:14,2.68,0.0,0.01,3887.79,2023-01-10 00:00:14,144,2
757,E-commerce Resi,Ground,US,10528.0,US,7008,2023-01-04 00:00:14,1.14,1.14,0.0,3887.79,2023-01-06 00:00:14,48,2
759,E-commerce,Ground,US,10022.0,US,85621,2023-01-04 00:00:14,1.26,0.0,0.09,3887.79,2023-01-10 00:00:14,144,2
760,E-commerce Resi,Ground,US,7039.0,US,7008,2023-01-04 00:00:14,1.01,1.01,0.0,3887.79,2023-01-05 00:00:14,24,2
761,E-commerce Resi,Ground,US,30096.0,US,7008,2023-01-04 00:00:14,0.5,0.5,0.0,3887.79,2023-01-06 00:00:14,48,2
762,E-commerce Resi,Ground,US,20878.0,US,7008,2023-01-04 00:00:14,0.7,0.7,0.0,3887.79,2023-01-05 00:00:14,24,2
763,E-commerce Resi,Ground,US,80249.0,US,7008,2023-01-04 00:00:14,1.0,1.0,0.0,3887.79,2023-01-09 00:00:14,120,2
898,E-commerce Resi,Ground,US,60614.0,US,7008,2023-01-04 00:00:14,1.39,1.39,0.0,3887.79,2023-01-06 00:00:14,48,2
1069,E-commerce Resi,Ground,US,91030.0,US,7008,2023-01-04 00:00:14,1.19,1.19,0.0,3887.79,2023-01-11 00:00:14,168,2
1070,E-commerce Resi,Ground,US,90067.0,US,7008,2023-01-04 00:00:14,1.04,1.04,0.0,3887.79,2023-01-11 00:00:14,168,2
1071,E-commerce Resi,Ground,US,92625.0,US,7008,2023-01-04 00:00:14,1.04,1.04,0.0,3887.79,2023-01-11 00:00:14,168,2
1073,E-commerce Resi,Ground,US,6106.0,US,7008,2023-01-04 00:00:14,1.0,1.0,0.0,3887.79,2023-01-06 00:00:14,48,2
1091,E-commerce Resi,Ground,US,19118.0,US,7008,2023-01-04 00:00:14,0.61,0.61,0.0,3887.79,2023-01-05 00:00:14,24,2
1111,E-commerce,Ground,US,10022.0,US,94618,2023-01-04 00:00:14,1.12,0.0,0.09,3887.79,2023-01-11 00:00:14,168,2
1112,E-commerce Resi,Ground,US,33484.0,US,7008,2023-01-04 00:00:14,1.0,1.0,0.0,3887.79,2023-01-10 00:00:14,144,2
1116,E-commerce Resi,Ground,US,61704.0,US,7008,2023-01-04 00:00:14,0.5,0.5,0.0,3887.79,2023-01-26 00:00:14,528,2
1117,E-commerce,Ground,US,10022.0,US,85249,2023-01-04 00:00:14,0.9,0.0,0.09,3887.79,2023-01-10 00:00:14,144,2
1120,E-commerce Resi,Ground,US,60091.0,US,7008,2023-01-04 00:00:14,1.07,1.07,0.0,3887.79,2023-01-09 00:00:14,120,2
1124,E-commerce,Ground,US,7601.0,US,78704,2023-01-04 00:00:14,0.89,0.0,0.04,3887.79,2023-01-10 00:00:14,144,2
1125,E-commerce,Ground,US,7601.0,US,90210,2023-01-04 00:00:14,1.05,0.0,0.04,3887.79,2023-01-12 00:00:14,192,2
1126,E-commerce Resi,Ground,US,90004.0,US,7008,2023-01-04 00:00:14,0.89,0.89,0.0,3887.79,2023-01-10 00:00:14,144,2
1127,E-commerce Resi,Ground,US,65809.0,US,7008,2023-01-04 00:00:14,0.7,0.7,0.0,3887.79,2023-01-11 00:00:14,168,2
1128,E-commerce Resi,Ground,US,98040.0,US,7008,2023-01-04 00:00:14,1.27,1.27,0.0,3887.79,2023-01-11 00:00:14,168,2
1129,E-commerce Resi,Ground,US,92886.0,US,7008,2023-01-04 00:00:14,1.0,1.0,0.0,3887.79,2023-01-11 00:00:14,168,2
1131,E-commerce Resi,Ground,US,92106.0,US,7008,2023-01-04 00:00:14,1.07,1.07,0.0,3887.79,2023-01-11 00:00:14,168,2
1132,E-commerce Resi,Ground,US,10506.0,US,7008,2023-01-04 00:00:14,0.76,0.76,0.0,3887.79,2023-01-05 00:00:14,24,2
1133,E-commerce,Ground,US,10065.0,US,2482,2023-01-04 00:00:14,1.0,0.0,0.01,3887.79,2023-01-05 00:00:14,24,2
1134,E-commerce Resi,Ground,US,22043.0,US,7008,2023-01-04 00:00:14,1.39,1.39,0.0,3887.79,2023-01-06 00:00:14,48,2
1137,E-commerce Resi,Ground,US,19129.0,US,7008,2023-01-04 00:00:14,1.0,1.0,0.0,3887.79,2023-01-09 00:00:14,120,2
1138,E-commerce,Ground,US,92626.0,US,2482,2023-01-04 00:00:14,1.0,0.0,0.01,3887.79,2023-01-11 00:00:14,168,2
1139,E-commerce,Ground,US,92626.0,US,85249,2023-01-04 00:00:14,1.0,0.0,0.01,3887.79,2023-01-06 00:00:14,48,2
1140,E-commerce Resi,Ground,US,7724.0,US,7008,2023-01-04 00:00:14,1.0,1.0,0.0,3887.79,2023-01-05 00:00:14,24,2
1141,E-commerce Resi,Ground,US,75207.0,US,7008,2023-01-04 00:00:14,0.05,0.05,0.0,3887.79,2023-01-13 00:00:14,216,2
1142,E-commerce,Ground,US,90210.0,US,10013,2023-01-04 00:00:14,1.0,0.0,0.01,3887.79,2023-01-11 00:00:14,168,2
1145,E-commerce Resi,Ground,US,10023.0,US,7008,2023-01-04 00:00:14,1.52,1.52,0.0,3887.79,2023-01-10 00:00:14,144,2
1146,E-commerce Resi,Ground,US,11959.0,US,7008,2023-01-04 00:00:14,1.0,1.0,0.0,3887.79,2023-01-06 00:00:14,48,2
1147,E-commerce Resi,Ground,US,30307.0,US,7008,2023-01-04 00:00:14,1.42,1.42,0.0,3887.79,2023-01-06 00:00:14,48,2
1148,E-commerce Resi,Ground,US,33455.0,US,7008,2023-01-04 00:00:14,0.69,0.69,0.0,3887.79,2023-01-16 00:00:14,288,2
1149,E-commerce Resi,Ground,US,89178.0,US,7008,2023-01-04 00:00:14,1.25,1.25,0.0,3887.79,2023-01-12 00:00:14,192,2
1151,E-commerce Resi,Ground,US,97201.0,US,7008,2023-01-04 00:00:14,1.03,1.03,0.0,3887.79,2023-01-11 00:00:14,168,2
1152,E-commerce Resi,Ground,US,35757.0,US,7008,2023-01-04 00:00:14,0.62,0.62,0.0,3887.79,2023-01-17 00:00:14,312,2
1153,E-commerce Resi,Ground,US,76107.0,US,7008,2023-01-04 00:00:14,1.04,1.04,0.0,3887.79,2023-01-10 00:00:14,144,2
1154,E-commerce Resi,Ground,US,90403.0,US,7008,2023-01-04 00:00:14,0.5,0.5,0.0,3887.79,2023-01-16 00:00:14,288,2
1155,E-commerce Resi,Ground,US,60614.0,US,7008,2023-01-04 00:00:14,3.78,3.78,0.0,3887.79,2023-01-10 00:00:14,144,2
1156,E-commerce,Ground,US,33154.0,US,2453,2023-01-04 00:00:14,0.71,0.0,0.01,3887.79,2023-01-12 00:00:14,192,2
1157,E-commerce Resi,Ground,US,75034.0,US,7008,2023-01-04 00:00:14,1.64,1.64,0.0,3887.79,2023-01-23 00:00:14,456,2
1158,E-commerce Resi,Ground,US,90013.0,US,7008,2023-01-04 00:00:14,1.13,1.13,0.0,3887.79,2023-01-18 00:00:14,336,2
1160,E-commerce,Ground,US,60611.0,US,33140,2023-01-05 00:00:14,2.0,0.0,0.04,3887.79,2023-01-12 00:00:14,168,3
1163,E-commerce Resi,Ground,US,8701.0,US,7008,2023-01-05 00:00:14,0.99,0.99,0.0,3887.79,2023-01-11 00:00:14,144,3
1164,E-commerce Resi,Ground,US,2138.0,US,7008,2023-01-05 00:00:14,1.42,1.42,0.0,3887.79,2023-01-11 00:00:14,144,3
1257,E-commerce Resi,Ground,US,28207.0,US,7008,2023-01-05 00:00:14,0.92,0.92,0.0,3887.79,2023-01-11 00:00:14,144,3
1639,E-commerce Resi,Ground,US,2030.0,US,7008,2023-01-05 00:00:14,0.81,0.81,0.0,3887.79,2023-01-10 00:00:14,120,3
1640,E-commerce Resi,Ground,US,33154.0,US,7008,2023-01-05 15:08:08.983,3.0,2.0,0.008,3887.79,2023-01-11 00:00:14,129,3
1674,E-commerce Resi,Ground,US,33154.0,US,7008,2023-01-05 15:23:25.32,3.0,2.0,0.008,3887.79,2023-01-10 00:00:14,105,3
1676,E-commerce Resi,Ground,US,33154.0,US,7008,2023-01-05 15:29:31.453,3.0,2.0,0.008,3887.79,2023-01-11 00:00:14,129,3
1680,E-commerce Resi,Ground,US,33154.0,US,7008,2023-01-05 15:38:11.68,3.0,2.0,0.008,3887.79,2023-01-10 00:00:14,105,3
1706,E-commerce,Ground,US,10065.0,US,90275,2023-01-05 00:00:14,1.0,0.0,0.01,3887.79,2023-01-11 00:00:14,144,3
1718,E-commerce,Ground,US,10001.0,US,11358,2023-01-05 00:00:14,0.14,0.0,0.04,3887.79,2023-01-06 00:00:14,24,3
1726,E-commerce Resi,Ground,US,10028.0,US,7008,2023-01-05 00:00:14,0.9,0.9,0.0,3887.79,2023-01-12 00:00:14,168,3
1742,E-commerce,Ground,US,10022.0,US,31326,2023-01-05 00:00:14,1.0,0.0,0.09,3887.79,2023-01-10 00:00:14,120,3
1747,E-commerce,Ground,US,10022.0,US,7760,2023-01-05 00:00:14,1.0,0.0,0.09,3887.79,2023-01-06 00:00:14,24,3
1765,E-commerce Resi,Ground,US,33146.0,US,7008,2023-01-05 00:00:14,1.0,1.0,0.0,3887.79,2023-01-11 00:00:14,144,3
1793,E-commerce Resi,Ground,US,75035.0,US,7008,2023-01-05 00:00:14,0.81,0.81,0.0,3887.79,2023-01-16 00:00:14,264,3
1794,E-commerce Resi,Ground,US,75214.0,US,7008,2023-01-05 00:00:14,0.05,0.05,0.0,3887.79,2023-01-11 00:00:14,144,3
1795,E-commerce Resi,Ground,US,11216.0,US,7008,2023-01-05 00:00:14,1.0,1.0,0.0,3887.79,2023-01-16 00:00:14,264,3
1796,E-commerce Resi,Ground,US,33154.0,US,7008,2023-01-05 00:00:14,0.76,0.76,0.0,3887.79,2023-01-10 00:00:14,120,3
1798,E-commerce,Ground,US,10022.0,US,60612,2023-01-05 00:00:14,0.05,0.0,0.04,3887.79,2023-01-09 00:00:14,96,3
1804,E-commerce Resi,Ground,US,77494.0,US,7008,2023-01-05 00:00:14,1.0,1.0,0.0,3887.79,2023-01-24 00:00:14,456,3
1813,E-commerce Resi,Ground,US,33131.0,US,7008,2023-01-05 00:00:14,1.14,1.14,0.0,3887.79,2023-01-10 00:00:14,120,3
1815,E-commerce Resi,Ground,US,92562.0,US,7008,2023-01-05 00:00:14,0.58,0.58,0.0,3887.79,2023-01-13 00:00:14,192,3
1816,E-commerce Resi,Ground,US,33154.0,US,7008,2023-01-05 18:03:29.527,3.0,2.0,0.008,3887.79,2023-01-10 00:00:14,102,3
1818,E-commerce Resi,Ground,US,20817.0,US,7008,2023-01-05 00:00:14,1.08,1.08,0.0,3887.79,2023-01-09 00:00:14,96,3
1828,E-commerce Resi,Ground,US,19607.0,US,7008,2023-01-05 00:00:14,1.04,1.04,0.0,3887.79,2023-01-11 00:00:14,144,3
1830,E-commerce,Ground,US,90210.0,US,98115,2023-01-05 00:00:14,0.05,0.0,0.0,3887.79,2023-01-10 00:00:14,120,3
1833,E-commerce Resi,Ground,US,18938.0,US,7008,2023-01-05 00:00:14,1.0,1.0,0.0,3887.79,2023-01-06 00:00:14,24,3
1835,E-commerce Resi,Ground,US,10012.0,US,7008,2023-01-05 00:00:14,0.82,0.82,0.0,3887.79,2023-01-06 00:00:14,24,3
1851,E-commerce Resi,Ground,US,19131.0,US,7008,2023-01-05 00:00:14,1.52,1.52,0.0,3887.79,2023-01-06 00:00:14,24,3
1852,E-commerce Resi,Ground,US,92108.0,US,7008,2023-01-05 00:00:14,0.5,0.5,0.0,3887.79,2023-01-24 00:00:14,456,3
1854,E-commerce,Express 2nd Day,US,7008.0,US,19106,2023-01-05 00:00:14,0.73,0.0,1.0,3887.79,2023-01-09 00:00:14,96,3
1855,E-commerce,Ground,US,7008.0,US,38655,2023-01-05 00:00:14,0.45,0.0,1.0,3887.79,2023-01-10 00:00:14,120,3
1856,E-commerce,Ground,US,75225.0,US,33323,2023-01-05 00:00:14,0.76,0.0,0.04,3887.79,2023-01-09 00:00:14,96,3
1857,E-commerce,Express 2nd Day,US,7008.0,US,33462,2023-01-05 00:00:14,1.63,0.0,1.0,3887.79,2023-01-09 00:00:14,96,3
1858,E-commerce,Ground,US,7008.0,US,11557,2023-01-05 00:00:14,2.81,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1859,E-commerce,Ground,US,7008.0,US,94401,2023-01-05 00:00:14,1.68,0.0,1.0,3887.79,2023-01-11 00:00:14,144,3
1860,E-commerce,Ground,US,7008.0,US,60647,2023-01-05 00:00:14,1.31,0.0,1.0,3887.79,2023-01-09 00:00:14,96,3
1861,E-commerce,Ground,US,10001.0,US,75035,2023-01-05 00:00:14,1.0,0.0,0.04,3887.79,2023-01-11 00:00:14,144,3
1862,E-commerce,Ground,US,7008.0,US,33130,2023-01-05 00:00:14,2.13,0.0,1.0,3887.79,2023-01-10 00:00:14,120,3
1863,E-commerce,Ground,US,7008.0,US,94105,2023-01-05 00:00:14,2.13,0.0,1.0,3887.79,2023-01-11 00:00:14,144,3
1864,E-commerce,Ground,US,7008.0,US,33637,2023-01-05 00:00:14,2.0,0.0,1.0,3887.79,2023-01-10 00:00:14,120,3
1865,E-commerce,Ground,US,7008.0,US,10570,2023-01-05 00:00:14,1.54,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1866,E-commerce,Express 2nd Day,US,7008.0,US,85018,2023-01-05 00:00:14,2.27,0.0,1.0,3887.79,2023-01-09 00:00:14,96,3
1867,E-commerce,Ground,US,7008.0,US,98056,2023-01-05 00:00:14,1.81,0.0,1.0,3887.79,2023-01-12 00:00:14,168,3
1868,E-commerce,Ground,US,7008.0,US,20008,2023-01-05 00:00:14,2.22,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1869,E-commerce,Express 2nd Day,US,7008.0,US,2478,2023-01-05 00:00:14,3.99,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1870,E-commerce,Ground,US,7008.0,US,33166,2023-01-05 00:00:14,1.77,0.0,1.0,3887.79,2023-01-10 00:00:14,120,3
1871,E-commerce,Ground,US,7008.0,US,18914,2023-01-05 00:00:14,1.5,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1872,E-commerce,Ground,US,7008.0,US,47630,2023-01-05 00:00:14,1.41,0.0,1.0,3887.79,2023-01-07 00:00:14,48,3
1873,E-commerce,Ground,US,7008.0,US,95008,2023-01-05 00:00:14,2.31,0.0,1.0,3887.79,2023-01-11 00:00:14,144,3
1874,E-commerce,Ground,US,7008.0,US,91205,2023-01-05 00:00:14,1.91,0.0,1.0,3887.79,2023-01-11 00:00:14,144,3
1875,E-commerce,Express 2nd Day,US,7008.0,US,19073,2023-01-05 00:00:14,4.13,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1876,E-commerce,Express Next Day,US,7008.0,US,6840,2023-01-05 00:00:14,1.59,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1877,E-commerce,Ground,US,7008.0,US,32751,2023-01-05 00:00:14,2.4,0.0,1.0,3887.79,2023-01-10 00:00:14,120,3
1878,E-commerce,Ground,US,7008.0,US,36305,2023-01-05 00:00:14,2.18,0.0,1.0,3887.79,2023-01-10 00:00:14,120,3
1879,E-commerce,Express 2nd Day,US,7008.0,US,48047,2023-01-05 00:00:14,1.59,0.0,1.0,3887.79,2023-01-09 00:00:14,96,3
1880,E-commerce,Express Next Day,US,7008.0,US,60646,2023-01-05 00:00:14,1.54,0.0,1.0,3887.79,2023-01-06 00:00:14,24,3
1883,E-commerce Resi,Ground,US,94904.0,US,7008,2023-01-05 00:00:14,1.39,1.39,0.0,3887.79,2023-01-13 00:00:14,192,3
